English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country
Let Joy Reign Supreme,1976-01-01,Bertrand Tavernier,,1,César - Best Film,0,,
Logan's Run,1976-01-01,Ernest Laszlo,,1,Oscar - Best Cinematography,0,,
Mr. Klein,1977-01-01,"Joseph Losey, Joseph Losey",,1,"César - Best Director, César - Best Film",0,,
Star Wars,1977-01-01,"George Lucas, Gary Kurtz",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Looking for Mr. Goodbar,1977-01-01,William A. Fraker,,1,Oscar - Best Cinematography,0,,
Close Encounters of the Third Kind,1977-01-01,"Vilmos Zsigmond, Steven Spielberg",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
The Best Way to Walk,1977-01-01,"Claude Miller, Claude Miller",,1,"César - Best Director, César - Best Film",0,,
The Turning Point,1977-01-01,"Robert Surtees, Herbert Ross, Herbert Ross and Arthur Laurents, Fridrikh Ermler",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",1,Cannes - Palme d'Or,Soviet Union
The Judge and the Assassin,1977-01-01,"Bertrand Tavernier, Bertrand Tavernier",,1,"César - Best Director, César - Best Film",0,,
Padre Padrone,1977-01-01,Paolo and Vittorio Taviani,,0,,1,Cannes - Palme d'Or,Italy
Annie Hall,1977-01-01,"Woody Allen, Charles H. Joffe",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Islands in the Stream,1977-01-01,Fred J. Koenekamp,,1,Oscar - Best Cinematography,0,,
The Goodbye Girl,1977-01-01,Ray Stark,,1,Oscar - Best Film,0,,
Barocco,1977-01-01,"André Téchiné, André Téchiné",,1,"César - Best Director, César - Best Film",0,,
Julia,1977-01-01,"Douglas Slocombe, Fred Zinnemann, Richard Roth",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
That Obscure Object of Desire,1978-01-01,Luis Buñuel,,1,César - Best Director,0,,
Coming Home,1978-01-01,"Hal Ashby, Jerome Hellman",,1,"Oscar - Best Director, Oscar - Best Film",0,,
"Same Time, Next Year",1978-01-01,Robert Surtees,,1,Oscar - Best Cinematography,0,,
Midnight Express,1978-01-01,"Alan Parker, Alan Marshall and David Puttnam",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The Tree of Wooden Clogs ,1978-01-01,Ermanno Olmi,,0,,1,Cannes - Palme d'Or,Italy
Providence,1978-01-01,"Alain Resnais, Alain Resnais",,1,"César - Best Director, César - Best Film",0,,
The Lacemaker,1978-01-01,Claude Goretta,,1,César - Best Film,0,,
The Deer Hunter,1978-01-01,"Vilmos Zsigmond, Michael Cimino, Barry Spikings, Michael Deeley, Michael Cimino, and John Peverall",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
We Will All Meet in Paradise,1978-01-01,Yves Robert,,1,César - Best Film,0,,
Drummer-Crab,1978-01-01,"Pierre Schoendoerffer, Pierre Schoendoerffer",,1,"César - Best Director, César - Best Film",0,,
Bye Bye Monkey,1978-01-01,Marco Ferreri,,0,,1,Cannes - Grand Prix,"Italy, France"
The Wiz,1978-01-01,Oswald Morris,,1,Oscar - Best Cinematography,0,,
The Shout,1978-01-01,Jerzy Skolimowski,,0,,1,Cannes - Grand Prix,United Kingdom
An Unmarried Woman,1978-01-01,Paul Mazursky and Anthony Ray,,1,Oscar - Best Film,0,,
Interiors,1978-01-01,Woody Allen,,1,Oscar - Best Director,0,,
Days of Heaven,1978-01-01,Néstor Almendros,,1,Oscar - Best Cinematography,0,,
This Sweet Sickness,1978-01-01,Claude Miller,,1,César - Best Director,0,,
Other People's Money,1979-01-01,"Christian de Chalonge, Christian de Chalonge",,1,"César - Best Director, César - Best Film",0,,
Dossier 51,1979-01-01,"Michel Deville, Michel Deville",,1,"César - Best Director, César - Best Film",0,,
All That Jazz,1979-01-01,"Giuseppe Rotunno, Bob Fosse, Robert Alan Aurthur, Bob Fosse",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",1,Cannes - Palme d'Or,United States
Breaking Away,1979-01-01,"Peter Yates, Peter Yates",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Molière,1979-01-01,"Ariane Mnouchkine, Ariane Mnouchkine",,1,"César - Best Director, César - Best Film",0,,
A Simple Story,1979-01-01,"Claude Sautet, Claude Sautet",,1,"César - Best Director, César - Best Film",0,,
Norma Rae,1979-01-01,Tamara Asseyev and Alex Rose,,1,Oscar - Best Film,0,,
The Black Hole,1979-01-01,Frank V. Phillips,,1,Oscar - Best Cinematography,0,,
Kramer vs. Kramer,1979-01-01,"Néstor Almendros, Robert Benton, Stanley R. Jaffe",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Siberiade,1979-01-01,Andrei Konchalovsky,,0,,1,Cannes - Grand Prix,Soviet Union
La Cage aux Folles,1979-01-01,Édouard Molinaro,,1,Oscar - Best Director,0,,
1941,1979-01-01,William A. Fraker,,1,Oscar - Best Cinematography,0,,
Apocalypse Now,1979-01-01,"Vittorio Storaro, Francis Ford Coppola, Francis Ford Coppola, Fred Roos, Gray Frederickson, and Tom Sternberg, Francis Ford Coppola",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",1,Cannes - Palme d'Or,United States
The Tin Drum,1979-01-01,Volker Schlöndorff,,0,,1,Cannes - Palme d'Or,"West Germany, France"
The Constant Factor,1980-01-01,Krzysztof Zanussi,,0,,0,,Poland
The Formula,1980-01-01,James Crabe,,1,Oscar - Best Cinematography,0,,
Raging Bull,1980-01-01,"Michael Chapman, Martin Scorsese, Irwin Winkler and Robert Chartoff",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Womanlight,1980-01-01,"Costa Gavras, Costa Gavras",,1,"César - Best Director, César - Best Film",0,,
The Blue Lagoon,1980-01-01,Néstor Almendros,,1,Oscar - Best Cinematography,0,,
The Stunt Man,1980-01-01,Richard Rush,,1,Oscar - Best Director,0,,
Don Giovanni,1980-01-01,"Joseph Losey, Joseph Losey",,1,"César - Best Director, César - Best Film",0,,
Ordinary People,1980-01-01,"Robert Redford, Ronald L. Schwary",,1,"Oscar - Best Director, Oscar - Best Film",0,,
I as in Icarus,1980-01-01,Henri Verneuil,,1,César - Best Film,0,,
The Hussy,1980-01-01,Jacques Doillon,,1,César - Best Director,0,,
Gloria,1980-01-01,John Cassavetes,,0,,1,Venise - Lion d'Or,United States
Coal Miner's Daughter,1980-01-01,"Ralf D. Bode, Bernard Schwartz",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
The Elephant Man,1980-01-01,"David Lynch, Jonathan Sanger",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Kagemusha,1980-01-01,Akira Kurosawa,,0,,1,Cannes - Palme d'Or,Japan
Tess,1980-01-01,"Geoffrey Unsworth (posthumously) and Ghislain Cloquet, Roman Polanski, Claude Berri and Timothy Burrill, Roman Polanski (nominated for the Academy Award), Roman Polanski",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film, César - Best Director, César - Best Film",0,,
Chariots of Fire,1981-01-01,"Hugh Hudson, David Puttnam",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Raiders of the Lost Ark,1981-01-01,"Douglas Slocombe, Steven Spielberg, Frank Marshall",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Sweet Dreams,1981-01-01,Nanni Moretti,,0,,1,Venise - Grand Prix du Jury,Italy
Do You Remember Dolly Bell?,1981-01-01,Emir Kusturica,,0,,1,Venise - Lion d'Argent,
My American Uncle,1981-01-01,"Alain Resnais, Alain Resnais, Alain Resnais",,1,"César - Best Director, César - Best Film",1,Cannes - Grand Prix,France
Atlantic City,1981-01-01,"Louis Malle, Denis Héroux, Louis Malle",,1,"Oscar - Best Director, Oscar - Best Film",1,Venise - Lion d'Or,Canada
Reds,1981-01-01,"Vittorio Storaro, Warren Beatty, Warren Beatty",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
They Don't Wear Black-tie,1981-01-01,Leon Hirszman,,0,,1,Venise - Grand Prix du Jury,Brazil
Light Years Away,1981-01-01,Alain Tanner,,0,,1,Cannes - Grand Prix,"France, Switzerland"
The Last Metro,1981-01-01,"François Truffaut, François Truffaut",,1,"César - Best Director, César - Best Film",0,,
On Golden Pond,1981-01-01,"Billy Williams, Mark Rydell, Bruce Gilbert",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Ragtime,1981-01-01,Miroslav Ondříček,,1,Oscar - Best Cinematography,0,,
Loulou,1981-01-01,Maurice Pialat,,1,César - Best Film,0,,
Slow Motion (a.k.a. Every Man for Himself),1981-01-01,"Jean-Luc Godard, Jean-Luc Godard",,1,"César - Best Director, César - Best Film",0,,
Man of Iron,1981-01-01,Andrzej Wajda,,0,,1,Cannes - Palme d'Or,Poland
Excalibur,1981-01-01,Alex Thomson,,1,Oscar - Best Cinematography,0,,
Marianne and Juliane,1981-01-01,Margarethe von Trotta,,0,,1,Venise - Lion d'Or,West Germany
A Bad Son,1981-01-01,Claude Sautet,,1,César - Best Director,0,,
Sophie's Choice,1982-01-01,Néstor Almendros,,1,Oscar - Best Cinematography,0,,
Gandhi,1982-01-01,"Billy Williams and Ronnie Taylor, Richard Attenborough, Richard Attenborough",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Das Boot,1982-01-01,"Jost Vacano, Wolfgang Petersen",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
The Hes Case,1982-01-01,Orlow Seunke,,0,,1,Venise - Lion d'Argent,
Sciopèn,1982-01-01,Luciano Odorisio,,0,,1,Venise - Lion d'Argent,
Imperative,1982-01-01,Krzysztof Zanussi,,0,,1,Venise - Grand Prix du Jury,"France, West Germany, Poland"
Dance of Life,1982-01-01,Claude Lelouch,,1,César - Best Film,0,,
The Night of the Shooting Stars,1982-01-01,Paolo and Vittorio Taviani,,0,,1,Cannes - Grand Prix,Italy
Missing,1982-01-01,Edward Lewis and Mildred Lewis,,1,Oscar - Best Film,0,,
Missing ,1982-01-01,Costa-Gavras,,0,,1,Cannes - Palme d'Or,United States
Tootsie,1982-01-01,"Owen Roizman, Sydney Pollack, Sydney Pollack and Dick Richards",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Under Suspicion,1982-01-01,"Claude Miller, Claude Miller",,1,"César - Best Director, César - Best Film",0,,
Clean Up (a.k.a. Clean Slate),1982-01-01,"Bertrand Tavernier, Bertrand Tavernier",,1,"César - Best Director, César - Best Film",0,,
Yol ,1982-01-01,Yılmaz Güney & Şerif Gören,,0,,1,Cannes - Palme d'Or,Turkey
The Verdict,1982-01-01,"Sidney Lumet, Richard D. Zanuck and David Brown",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The State of Things,1982-01-01,Wim Wenders,,0,,1,Venise - Lion d'Or,West Germany
Strange Affair,1982-01-01,Pierre Granier-Deferre,,1,César - Best Director,0,,
E.T. the Extra-Terrestrial,1982-01-01,"Allen Daviau, Steven Spielberg, Steven Spielberg and Kathleen Kennedy",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
Quest for Fire,1982-01-01,"Jean-Jacques Annaud, Jean-Jacques Annaud",,1,"César - Best Director, César - Best Film",0,,
The Nark,1983-01-01,Bob Swaim,,1,César - Best Film,0,,
Flashdance,1983-01-01,Don Peterman,,1,Oscar - Best Cinematography,0,,
Silkwood,1983-01-01,Mike Nichols,,1,Oscar - Best Director,0,,
WarGames,1983-01-01,William A. Fraker,,1,Oscar - Best Cinematography,0,,
The Balance,1983-01-01,Bob Swaim,,1,César - Best Director,0,,
The Big Chill,1983-01-01,Michael Shamberg,,1,Oscar - Best Film,0,,
Kharij,1983-01-01,Mrinal Sen,,0,,0,,India
Biquefarre,1983-01-01,Georges Rouquier,,0,,1,Venise - Grand Prix du Jury,France
The Ballad of Narayama,1983-01-01,Shohei Imamura,,0,,1,Cannes - Palme d'Or,Japan
First Name: Carmen,1983-01-01,Jean-Luc Godard,,0,,1,Venise - Lion d'Or,France
Terms of Endearment,1983-01-01,"James L. Brooks, James L. Brooks",,1,"Oscar - Best Director, Oscar - Best Film",0,,
The Right Stuff,1983-01-01,"Caleb Deschanel, Irwin Winkler and Robert Chartoff",,1,"Oscar - Best Cinematography, Oscar - Best Film",0,,
Tender Mercies,1983-01-01,"Bruce Beresford, Philip S. Hobel",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Fanny and Alexander,1983-01-01,"Sven Nykvist, Ingmar Bergman",,1,"Oscar - Best Cinematography, Oscar - Best Director",0,,
A Room in Town,1983-01-01,"Jacques Demy, Jacques Demy",,1,"César - Best Director, César - Best Film",0,,
The Dresser,1983-01-01,"Peter Yates, Peter Yates",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Sugar Cane Alley,1983-01-01,Euzhan Palcy,,0,,1,Venise - Lion d'Argent,
Monty Python's The Meaning of Life,1983-01-01,Terry Jones,,0,,1,Cannes - Grand Prix,United Kingdom
Danton,1983-01-01,"Andrzej Wajda, Andrzej Wajda",,1,"César - Best Director, César - Best Film",0,,
Passion,1983-01-01,"Jean-Luc Godard, Jean-Luc Godard",,1,"César - Best Director, César - Best Film",0,,
Zelig,1983-01-01,Gordon Willis,,1,Oscar - Best Cinematography,0,,
"So Long, Stooge",1984-01-01,"Claude Berri, Claude Berri",,1,"César - Best Director, César - Best Film",0,,
The Ball,1984-01-01,"Ettore Scola, Ettore Scola",,1,"César - Best Director, César - Best Film",0,,
Sonatine,1984-01-01,Micheline Lanctôt,,0,,1,Venise - Lion d'Argent,
Broadway Danny Rose,1984-01-01,Woody Allen,,1,Oscar - Best Director,0,,
The Killing Fields,1984-01-01,"Chris Menges, Roland Joffé, David Puttnam",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
To Our Love,1984-01-01,Maurice Pialat,,1,César - Best Film,0,,
A Passage to India,1984-01-01,"Ernest Day, David Lean, John Brabourne and Richard B. Goodwin",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
"Finally, Sunday",1984-01-01,François Truffaut,,1,César - Best Director,0,,
Amadeus,1984-01-01,"Miroslav Ondříček, Miloš Forman, Saul Zaentz",,1,"Oscar - Best Cinematography, Oscar - Best Director, Oscar - Best Film",0,,
One Deadly Summer,1984-01-01,"Jean Becker, Jean Becker",,1,"César - Best Director, César - Best Film",0,,
Places in the Heart,1984-01-01,"Robert Benton, Arlene Donovan",,1,"Oscar - Best Director, Oscar - Best Film",0,,
Favorites of the Moon,1984-01-01,Otar Iosseliani,,0,,1,Venise - Grand Prix du Jury,France
To Our Loves,1984-01-01,Maurice Pialat,,1,César - Best Director,0,,
A Soldier's Story,1984-01-01,"Norman Jewison, Ronald L. Schwary, and Patrick Palmer",,1,Oscar - Best Film,0,,
